persona,model,model_label,qwen_reference_cluster,kmeans_top3_cluster,kmeans_top5_cluster,agglomerative_top3_cluster,pc1,pc2,pc3,pc1_percentile,pc2_percentile,pc3_percentile,role,match_class,include_in_analysis,matched_occupation_title,soc_code,soc_major_group,match_confidence,rationale,source_dataset,data_vintage,employment_count,annual_median_wage,annual_mean_wage,hourly_median_wage,notes_on_ambiguity,log_employment_count,log_annual_median_wage,qwen_axis_projection,axis_projection
statistician,qwen,Qwen/Qwen3-32B,procedural_professional,0,0,3,43.07473713354895,-8.217283922591003,15.733146426315743,98.0,36.18181818181818,84.54545454545455,statistician,exact,True,Statisticians,15-2041,15-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0276233100419473,0.0276233100419473
stoic,qwen,Qwen/Qwen3-32B,mythic_spiritual,4,2,1,-16.3003795381962,-29.33374562919379,-3.202191196423078,32.90909090909091,7.454545454545454,41.27272727272727,stoic,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1348492798341951,-0.1348492798341951
strategist,qwen,Qwen/Qwen3-32B,procedural_professional,0,0,3,38.955793374445086,-7.521119970133001,7.989249824573059,92.54545454545456,38.72727272727273,71.45454545454545,strategist,ambiguous,False,Project Management Specialists,13-1082,13-0000,low,Strategist is generic and not cleanly measured.,,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,0.0170785757325038,0.0170785757325038
student,qwen,Qwen/Qwen3-32B,editorial,2,1,6,20.81685713616017,23.378311114867117,-17.44282691109845,66.0,87.81818181818181,13.272727272727272,student,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,0.0290196837068994,0.0290196837068994
summarizer,qwen,Qwen/Qwen3-32B,editorial,6,0,3,35.588426753396455,-0.9752283873035538,-6.657898666979065,88.18181818181819,55.09090909090909,32.54545454545455,summarizer,ambiguous,False,Proofreaders and Copy Markers,43-9081,43-0000,low,"Summarizer is a task/function, not an occupation.",,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,0.0689810604631817,0.0689810604631817
supervisor,qwen,Qwen/Qwen3-32B,editorial,0,0,3,44.39804594682616,-2.5890623845943197,-0.5052263437564469,98.72727272727272,51.45454545454545,47.81818181818182,supervisor,broad,True,First-Line Supervisors of Office and Administrative Support Workers,43-1011,43-0000,low,Supervisor is generic; office/admin supervisor is one proxy.,BLS OEWS national cross-industry estimates,May 2025,1436680.0,69500.0,73490.0,33.41,,14.177845454111214,11.149082031552883,0.0498531375923582,0.0498531375923582
surfer,qwen,Qwen/Qwen3-32B,grounded_social,5,1,0,-33.841942337277686,21.928042011551632,-9.514136584103646,19.09090909090909,86.0,26.363636363636363,surfer,ambiguous,False,Amusement and Recreation Attendants,39-3091,39-0000,low,Surfer is usually hobby/identity; professional mapping is weak.,,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,-0.1654975738725107,-0.1654975738725107
survivor,qwen,Qwen/Qwen3-32B,grounded_social,2,1,4,-23.301159629217423,20.545113329375425,-18.175498141415343,27.454545454545453,84.18181818181819,11.090909090909092,survivor,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.131370973532856,-0.131370973532856
swarm,qwen,Qwen/Qwen3-32B,procedural_professional,3,3,2,-5.266618987759208,-30.700269966675418,3.340424663254369,42.0,6.363636363636363,60.18181818181818,swarm,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.123885844361094,-0.123885844361094
symbiont,qwen,Qwen/Qwen3-32B,procedural_professional,6,1,6,6.6540078307925805,-11.55381824279892,-9.936103785911277,54.72727272727273,30.0,25.272727272727273,symbiont,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0715927876166494,-0.0715927876166494
synthesizer,qwen,Qwen/Qwen3-32B,procedural_professional,0,0,3,25.531550663992153,-8.163528064326186,0.0618516020390695,70.0,36.90909090909091,48.90909090909091,synthesizer,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0086339972465266,-0.0086339972465266
teacher,qwen,Qwen/Qwen3-32B,procedural_professional,6,0,6,28.388591308960713,9.316784674537638,-11.634935441712434,74.0,71.81818181818181,20.90909090909091,teacher,broad,True,"Teachers and Instructors, All Other",25-3099,25-0000,medium,Teacher is broad; all-other teachers avoids choosing grade level.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0341910783122863,0.0341910783122863
technologist,qwen,Qwen/Qwen3-32B,procedural_professional,0,0,3,30.890109988819667,-1.7713689595066953,9.250463383274829,78.0,54.36363636363637,73.27272727272727,technologist,broad,True,"Computer Occupations, All Other",15-1299,15-0000,low,Technologist is generic.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.0084179600620452,-0.0084179600620452
teenager,qwen,Qwen/Qwen3-32B,other,5,4,0,-13.392084759606687,78.11385466925445,-6.473981758293204,35.81818181818182,99.8181818181818,33.27272727272727,teenager,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.033917721693855,-0.033917721693855
theorist,qwen,Qwen/Qwen3-32B,procedural_professional,0,3,3,33.60711550515721,-24.466824278212663,13.312624171364057,83.0909090909091,11.454545454545457,82.72727272727273,theorist,ambiguous,False,"Social Scientists and Related Workers, All Other",19-3099,19-0000,low,"Theorist is a scholarly function, not an occupation.",,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,-0.0218063627886581,-0.0218063627886581
therapist,qwen,Qwen/Qwen3-32B,procedural_professional,2,1,4,13.067798551715802,12.359938572743385,-34.533275276879344,60.90909090909091,74.36363636363636,1.2727272727272727,therapist,broad,True,"Therapists, All Other",29-1129,29-0000,medium,Therapist is broad; all-other therapist category avoids choosing discipline.,BLS OEWS national cross-industry estimates,May 2025,22640.0,77930.0,90420.0,37.47,,10.027473532317119,11.263566266837607,-0.0067552672245841,-0.0067552672245841
toddler,qwen,Qwen/Qwen3-32B,other,5,6,0,-36.26829149104896,71.15643414701779,-12.32570370200979,15.818181818181818,99.0909090909091,19.09090909090909,toddler,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0757762541802041,-0.0757762541802041
traditionalist,qwen,Qwen/Qwen3-32B,procedural_professional,6,2,2,2.384568475986928,-26.883152227772253,-6.692218811179299,50.72727272727273,10.363636363636363,32.18181818181818,traditionalist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0905574369174898,-0.0905574369174898
trainer,qwen,Qwen/Qwen3-32B,procedural_professional,6,0,3,33.86329658481037,5.1285120015059755,-1.9511176144031424,83.81818181818181,67.0909090909091,46.0,trainer,close,True,Training and Development Specialists,13-1151,13-0000,medium,Trainer maps to training/development specialists.,BLS OEWS national cross-industry estimates,May 2025,458300.0,69280.0,75550.0,33.31,,13.035279270497215,11.145911543236316,0.0255069659691822,0.0255069659691822
translator,qwen,Qwen/Qwen3-32B,editorial,6,0,3,23.28557819133252,5.104163183711642,0.6497236160416859,68.18181818181819,66.72727272727273,52.18181818181818,translator,exact,True,Interpreters and Translators,27-3091,27-0000,high,Direct occupational title in SOC title.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0338023359173681,0.0338023359173681
tree,qwen,Qwen/Qwen3-32B,mythic_spiritual,4,2,1,-48.76608960856372,-28.49933535809531,-14.62457737638381,5.2727272727272725,9.636363636363637,16.545454545454547,tree,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2242605099540168,-0.2242605099540168
trickster,qwen,Qwen/Qwen3-32B,trickster_chaos,1,4,5,-35.02203055937979,19.7406199757065,20.906417090358097,16.90909090909091,82.72727272727273,87.81818181818181,trickster,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.187426917907398,-0.187426917907398
tulpa,qwen,Qwen/Qwen3-32B,grounded_social,6,1,6,-9.203232664897332,-0.9329387640338288,-9.49860905067898,39.81818181818182,55.45454545454545,26.727272727272727,tulpa,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1020124685557349,-0.1020124685557349
tutor,qwen,Qwen/Qwen3-32B,procedural_professional,6,0,6,29.918931307945527,9.024817184062096,-7.572058374406485,76.9090909090909,70.72727272727273,31.454545454545453,tutor,close,True,"Teachers and Instructors, All Other",25-3099,25-0000,medium,Tutor maps to teachers/instructors all other.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0336548779537506,0.0336548779537506
validator,qwen,Qwen/Qwen3-32B,procedural_professional,0,0,3,44.306456441610095,-6.813154726867272,10.36523373487974,98.36363636363636,40.90909090909091,76.9090909090909,validator,ambiguous,False,"Financial Specialists, All Other",13-2099,13-0000,low,"Validator is a task/function, not a clean occupation.",,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,0.0549942229239061,0.0549942229239061
vampire,qwen,Qwen/Qwen3-32B,mythic_spiritual,3,2,2,-52.70663892475701,-20.5632913068431,21.594650775097552,3.4545454545454546,14.727272727272728,88.54545454545455,vampire,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2511643267724454,-0.2511643267724454
vegan,qwen,Qwen/Qwen3-32B,procedural_professional,2,1,4,15.417498882915636,8.613726219252772,-22.189044256707408,63.45454545454545,70.36363636363636,7.818181818181818,vegan,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0080314188949602,-0.0080314188949602
veteran,qwen,Qwen/Qwen3-32B,grounded_social,6,5,0,7.868989171401516,19.690851417312043,1.7129341552082438,56.18181818181818,82.36363636363636,55.09090909090909,veteran,ambiguous,False,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other",55-3019,55-0000,low,"Veteran is prior status, not occupation; military proxy retained as ambiguous only.",,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,-0.0585978646703995,-0.0585978646703995
veterinarian,qwen,Qwen/Qwen3-32B,procedural_professional,6,0,6,26.870204603114843,0.8368780535167465,-11.75370965136463,73.27272727272727,58.36363636363637,20.181818181818183,veterinarian,exact,True,Veterinarians,29-1131,29-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,83900.0,130100.0,142680.0,62.55,,11.337380892455297,11.776058664500596,0.0095852568713534,0.0095852568713534
vigilante,qwen,Qwen/Qwen3-32B,grounded_social,1,5,5,-18.713038809269687,21.985394608680036,23.789986775124692,30.727272727272727,86.36363636363636,90.0,vigilante,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1383523386759652,-0.1383523386759652
virtuoso,qwen,Qwen/Qwen3-32B,procedural_professional,3,3,2,-9.47195834291163,-14.786538624608406,2.2985274603310004,39.45454545454545,23.09090909090909,57.27272727272727,virtuoso,ambiguous,False,Musicians and Singers,27-2042,27-0000,low,Virtuoso is a skill/status label; musician proxy only if interpreted musically.,,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,-0.1377084021248424,-0.1377084021248424
virus,qwen,Qwen/Qwen3-32B,mythic_spiritual,3,3,2,-10.626605841632657,-12.916098930714403,25.669757398476182,37.63636363636363,26.363636363636363,92.9090909090909,virus,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1396113225857334,-0.1396113225857334
visionary,qwen,Qwen/Qwen3-32B,procedural_professional,6,3,2,1.0578425385023495,-7.986157716625288,1.51762499869034,49.63636363636363,37.63636363636363,54.72727272727273,visionary,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1057695134808881,-0.1057695134808881
void,qwen,Qwen/Qwen3-32B,mythic_spiritual,3,3,1,-49.02239086854003,-31.379615777258092,11.64594494555905,4.909090909090909,5.2727272727272725,80.18181818181819,void,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2469095565041842,-0.2469095565041842
wanderer,qwen,Qwen/Qwen3-32B,mythic_spiritual,4,2,0,-41.612730575396014,-5.170950461863455,-10.129626653005444,11.090909090909092,44.90909090909091,24.90909090909091,wanderer,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2034343883660389,-0.2034343883660389
warrior,qwen,Qwen/Qwen3-32B,mythic_spiritual,3,5,2,-34.941638840974235,-6.859443306674118,9.636419122754363,17.636363636363637,40.54545454545455,74.72727272727273,warrior,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1862000013497877,-0.1862000013497877
whale,qwen,Qwen/Qwen3-32B,mythic_spiritual,4,2,1,-40.87594132623787,-24.119165498909567,-10.280914117740831,12.181818181818182,12.181818181818182,24.181818181818183,whale,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2073021139313381,-0.2073021139313381
widow,qwen,Qwen/Qwen3-32B,grounded_social,2,1,4,-28.68347239390688,16.408026264699732,-34.3211275157465,22.363636363636363,80.18181818181819,2.0,widow,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1373288541536273,-0.1373288541536273
wind,qwen,Qwen/Qwen3-32B,mythic_spiritual,4,2,1,-46.81524454593614,-19.437627980126702,-13.076072487034809,7.090909090909091,16.90909090909091,18.0,wind,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.213987514083185,-0.213987514083185
witch,qwen,Qwen/Qwen3-32B,mythic_spiritual,4,2,1,-47.54346925698808,-31.340770754358715,-2.9908969058882686,6.363636363636363,5.636363636363637,42.0,witch,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2299369711279548,-0.2299369711279548
witness,qwen,Qwen/Qwen3-32B,procedural_professional,6,0,6,9.221539526388046,-6.41358463155636,-3.6001330129808657,58.0,42.36363636363637,40.54545454545455,witness,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0548343813991695,-0.0548343813991695
workaholic,qwen,Qwen/Qwen3-32B,combative_iconoclast,1,5,5,2.566650305968748,19.360138423036677,23.982014204020043,51.45454545454545,82.0,90.36363636363636,workaholic,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0886805680617552,-0.0886805680617552
wraith,qwen,Qwen/Qwen3-32B,mythic_spiritual,3,2,1,-58.956488215057014,-28.847311757283816,7.198147025239784,0.9090909090909092,8.181818181818182,67.81818181818181,wraith,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.263140441481391,-0.263140441481391
writer,qwen,Qwen/Qwen3-32B,procedural_professional,6,1,6,4.197414687597785,-2.136191508617949,-6.619327286471806,52.54545454545455,53.27272727272727,32.90909090909091,writer,exact,True,Writers and Authors,27-3043,27-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.0691223411882022,-0.0691223411882022
zealot,qwen,Qwen/Qwen3-32B,mythic_spiritual,3,3,2,-33.94084646219896,-18.76129071100236,26.19938162131933,18.727272727272727,17.636363636363637,94.0,zealot,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2030030003314505,-0.2030030003314505
zeitgeist,qwen,Qwen/Qwen3-32B,procedural_professional,6,3,2,-8.777957442579256,-7.482825162651851,2.597626861127602,40.54545454545455,39.09090909090909,58.0,zeitgeist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1303984865803602,-0.1303984865803602
aberration,llama,Llama-3.3-70B,mythic_spiritual,2,5,2,-1.839032189222607,0.4495388390085749,0.753555688642275,11.090909090909092,73.27272727272727,93.63636363636364,aberration,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2497624594932278,
absurdist,llama,Llama-3.3-70B,trickster_chaos,2,5,5,-1.3277650861551686,1.4014633359682522,0.4591281394739357,15.454545454545457,89.63636363636364,79.81818181818181,absurdist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1959016240487866,
accountant,llama,Llama-3.3-70B,editorial,1,0,1,0.925001115900902,-0.6959540814418054,0.3710803238084441,86.36363636363636,33.27272727272727,70.36363636363636,accountant,exact,True,Accountants and Auditors,13-2011,13-0000,high,Direct occupational title match; auditors share same SOC.,BLS OEWS national cross-industry estimates,May 2025,1449500.0,83680.0,94750.0,40.23,,14.186729227343847,11.33475527929875,0.033381450033636,
activist,llama,Llama-3.3-70B,procedural_professional,0,4,0,0.6706595498876413,-0.3636886890781461,-0.973903516984302,64.18181818181819,47.09090909090909,9.272727272727272,activist,broad,True,"Community and Social Service Specialists, All Other",21-1099,21-0000,low,"Advocacy work exists occupationally, but activist is not a specific SOC title.",BLS OEWS national cross-industry estimates,May 2025,107730.0,56730.0,59590.0,27.28,,11.587383375888239,10.946058450320614,-0.0403474587396938,
