model,variant,trait,factor,coefficient
Llama,full_shrinkage,arrogant,Llama_F4,-0.0015291195913493495
Llama,full_shrinkage,arrogant,Llama_F5,0.008080845209947445
Llama,full_shrinkage,arrogant,Llama_F6,-0.00453943233968287
Llama,full_shrinkage,artistic,Llama_F1,0.021841764072024875
Llama,full_shrinkage,artistic,Llama_F2,-0.026440027504586256
Llama,full_shrinkage,artistic,Llama_F3,0.004992526763932768
Llama,full_shrinkage,artistic,Llama_F4,-0.03043256125062304
Llama,full_shrinkage,artistic,Llama_F5,-0.004584857373874664
Llama,full_shrinkage,artistic,Llama_F6,-0.01513585459451916
Llama,full_shrinkage,ascetic,Llama_F1,0.004540908762323521
Llama,full_shrinkage,ascetic,Llama_F2,0.05524358414766007
Llama,full_shrinkage,ascetic,Llama_F3,0.00805195811144193
Llama,full_shrinkage,ascetic,Llama_F4,-0.026931077188396584
Llama,full_shrinkage,ascetic,Llama_F5,0.02174860920800776
Llama,full_shrinkage,ascetic,Llama_F6,-0.011320964488263136
Llama,full_shrinkage,assertive,Llama_F1,-0.06127092516006705
Llama,full_shrinkage,assertive,Llama_F2,-0.015457157182961485
Llama,full_shrinkage,assertive,Llama_F3,0.06960614323747305
Llama,full_shrinkage,assertive,Llama_F4,0.00013560387212904377
Llama,full_shrinkage,assertive,Llama_F5,-0.1070039845316105
Llama,full_shrinkage,assertive,Llama_F6,0.0842012861625152
Llama,full_shrinkage,avoidant,Llama_F1,0.025720535988217025
Llama,full_shrinkage,avoidant,Llama_F2,-0.019258740933122843
Llama,full_shrinkage,avoidant,Llama_F3,-0.026086065266650253
Llama,full_shrinkage,avoidant,Llama_F4,0.0037440702802341657
Llama,full_shrinkage,avoidant,Llama_F5,0.026671512973915124
Llama,full_shrinkage,avoidant,Llama_F6,-0.06489245656405725
Llama,full_shrinkage,benevolent,Llama_F1,0.04279658808281366
Llama,full_shrinkage,benevolent,Llama_F2,0.002353303103702606
Llama,full_shrinkage,benevolent,Llama_F3,0.01441654948178175
Llama,full_shrinkage,benevolent,Llama_F4,-0.013588078416823853
Llama,full_shrinkage,benevolent,Llama_F5,0.010220574428465377
Llama,full_shrinkage,benevolent,Llama_F6,-0.005940005740217427
Llama,full_shrinkage,big_picture,Llama_F1,0.0002795419680481029
Llama,full_shrinkage,big_picture,Llama_F2,-0.014689088190378962
Llama,full_shrinkage,big_picture,Llama_F3,0.004974388159459295
Llama,full_shrinkage,big_picture,Llama_F4,-0.01568480961747947
Llama,full_shrinkage,big_picture,Llama_F5,-0.020036838624661935
Llama,full_shrinkage,big_picture,Llama_F6,0.02634945144725283
Llama,full_shrinkage,bitter,Llama_F1,-0.01765585628573528
Llama,full_shrinkage,bitter,Llama_F2,0.0022752305326673647
Llama,full_shrinkage,bitter,Llama_F3,0.006470544349864793
Llama,full_shrinkage,bitter,Llama_F4,0.007206963993556838
Llama,full_shrinkage,bitter,Llama_F5,0.012110459540562774
Llama,full_shrinkage,bitter,Llama_F6,0.005835492365655139
Llama,full_shrinkage,blunt,Llama_F1,0.02397468885114776
Llama,full_shrinkage,blunt,Llama_F2,-0.008801779599029126
Llama,full_shrinkage,blunt,Llama_F3,-0.008102277419111499
Llama,full_shrinkage,blunt,Llama_F4,-0.006272559115690952
Llama,full_shrinkage,blunt,Llama_F5,0.004182456611554046
Llama,full_shrinkage,blunt,Llama_F6,-0.0002101949943677656
Llama,full_shrinkage,bombastic,Llama_F1,-0.004305579834963043
Llama,full_shrinkage,bombastic,Llama_F2,-0.01795894192269454
Llama,full_shrinkage,bombastic,Llama_F3,-0.01459627305275495
Llama,full_shrinkage,bombastic,Llama_F4,-0.023948560876622456
Llama,full_shrinkage,bombastic,Llama_F5,-0.007981211609636198
Llama,full_shrinkage,bombastic,Llama_F6,-0.002360713630942635
Llama,full_shrinkage,calculating,Llama_F1,0.00668376865360095
Llama,full_shrinkage,calculating,Llama_F2,-0.0032013682829276652
Llama,full_shrinkage,calculating,Llama_F3,-0.010390073651567494
Llama,full_shrinkage,calculating,Llama_F4,-0.01825841490892654
Llama,full_shrinkage,calculating,Llama_F5,-0.002878249349348668
Llama,full_shrinkage,calculating,Llama_F6,-0.0018079762200901084
Llama,full_shrinkage,callous,Llama_F1,-0.022962387297069255
Llama,full_shrinkage,callous,Llama_F2,0.0013954791112218946
Llama,full_shrinkage,callous,Llama_F3,-0.01652643700314708
Llama,full_shrinkage,callous,Llama_F4,-0.002353201645690283
Llama,full_shrinkage,callous,Llama_F5,-0.013884519728055348
Llama,full_shrinkage,callous,Llama_F6,-0.007353591649171491
Llama,full_shrinkage,calm,Llama_F1,0.014987715334209579
Llama,full_shrinkage,calm,Llama_F2,0.0012671610869773944
Llama,full_shrinkage,calm,Llama_F3,-0.0029193547691690204
Llama,full_shrinkage,calm,Llama_F4,0.01016896077382978
Llama,full_shrinkage,calm,Llama_F5,0.02212699931126295
Llama,full_shrinkage,calm,Llama_F6,0.008468570883736181
Llama,full_shrinkage,casual,Llama_F1,0.0032916440005943356
Llama,full_shrinkage,casual,Llama_F2,0.019564735729765966
Llama,full_shrinkage,casual,Llama_F3,0.023645079661923783
Llama,full_shrinkage,casual,Llama_F4,-0.025322808213506045
Llama,full_shrinkage,casual,Llama_F5,0.0011442029559312616
Llama,full_shrinkage,casual,Llama_F6,-0.005214302753329865
Llama,full_shrinkage,cautious,Llama_F1,0.020898885390281362
Llama,full_shrinkage,cautious,Llama_F2,-0.04013996953978939
Llama,full_shrinkage,cautious,Llama_F3,0.016277573705467382
Llama,full_shrinkage,cautious,Llama_F4,0.021425079767796874
Llama,full_shrinkage,cautious,Llama_F5,-0.0816825957254015
Llama,full_shrinkage,cautious,Llama_F6,-0.021333295890231113
Llama,full_shrinkage,challenging,Llama_F1,-0.0345566706542787
Llama,full_shrinkage,challenging,Llama_F2,0.04286480656953127
Llama,full_shrinkage,challenging,Llama_F3,-0.014789006560590866
Llama,full_shrinkage,challenging,Llama_F4,-0.023643049372770657
Llama,full_shrinkage,challenging,Llama_F5,0.11166837265916096
Llama,full_shrinkage,challenging,Llama_F6,0.022835448517991092
Llama,full_shrinkage,chaotic,Llama_F1,0.013662105448151485
Llama,full_shrinkage,chaotic,Llama_F2,0.015243426155136587
Llama,full_shrinkage,chaotic,Llama_F3,-0.03161312559528319
Llama,full_shrinkage,chaotic,Llama_F4,-0.07301391125280093
Llama,full_shrinkage,chaotic,Llama_F5,-0.007170339900321965
Llama,full_shrinkage,chaotic,Llama_F6,-0.031022547079568946
Llama,full_shrinkage,charismatic,Llama_F1,0.0005252474852849467
Llama,full_shrinkage,charismatic,Llama_F2,0.0064056014930494905
Llama,full_shrinkage,charismatic,Llama_F3,0.025179120381927905
Llama,full_shrinkage,charismatic,Llama_F4,-0.03486988515142829
Llama,full_shrinkage,charismatic,Llama_F5,-0.00922709924731419
Llama,full_shrinkage,charismatic,Llama_F6,0.005533538796622383
Llama,full_shrinkage,chill,Llama_F1,-0.019134601350659468
Llama,full_shrinkage,chill,Llama_F2,-0.013970421966747937
Llama,full_shrinkage,chill,Llama_F3,0.0025605502856892166
Llama,full_shrinkage,chill,Llama_F4,0.0024466771513336665
Llama,full_shrinkage,chill,Llama_F5,-0.013548211499323276
Llama,full_shrinkage,chill,Llama_F6,0.024714117330106217
Llama,full_shrinkage,circumspect,Llama_F1,0.0075853388082072586
Llama,full_shrinkage,circumspect,Llama_F2,1.0884895848909885e-05
Llama,full_shrinkage,circumspect,Llama_F3,-0.013721612041220408
Llama,full_shrinkage,circumspect,Llama_F4,0.027450076683640884
Llama,full_shrinkage,circumspect,Llama_F5,0.0910341033230935
Llama,full_shrinkage,circumspect,Llama_F6,0.012471204993872812
Llama,full_shrinkage,closure_seeking,Llama_F1,0.015436196861011034
Llama,full_shrinkage,closure_seeking,Llama_F2,-0.039936745107351374
Llama,full_shrinkage,closure_seeking,Llama_F3,0.010763831279867566
Llama,full_shrinkage,closure_seeking,Llama_F4,-0.048250144150205815
Llama,full_shrinkage,closure_seeking,Llama_F5,-0.2215000800423609
Llama,full_shrinkage,closure_seeking,Llama_F6,-0.02461278350800213
Llama,full_shrinkage,collaborative,Llama_F1,0.0042029603004976445
Llama,full_shrinkage,collaborative,Llama_F2,-0.012096830387797214
Llama,full_shrinkage,collaborative,Llama_F3,0.005242631473269455
Llama,full_shrinkage,collaborative,Llama_F4,0.05250905293845331
Llama,full_shrinkage,collaborative,Llama_F5,0.019877206226361
Llama,full_shrinkage,collaborative,Llama_F6,-0.015204877555896936
Llama,full_shrinkage,collectivistic,Llama_F1,-0.056955044988502825
Llama,full_shrinkage,collectivistic,Llama_F2,0.01946275396631083
Llama,full_shrinkage,collectivistic,Llama_F3,-0.002758365945023352
Llama,full_shrinkage,collectivistic,Llama_F4,0.0010289403003164482
Llama,full_shrinkage,collectivistic,Llama_F5,-0.007396417470427144
Llama,full_shrinkage,collectivistic,Llama_F6,0.036031066839554385
Llama,full_shrinkage,competitive,Llama_F1,0.0053428788058703
Llama,full_shrinkage,competitive,Llama_F2,-0.0071537262565796395
Llama,full_shrinkage,competitive,Llama_F3,-0.004871153138185168
Llama,full_shrinkage,competitive,Llama_F4,-0.0035671865907878904
Llama,full_shrinkage,competitive,Llama_F5,-0.009720416104340181
Llama,full_shrinkage,competitive,Llama_F6,-0.008931056754823575
Llama,full_shrinkage,conceptual,Llama_F1,-0.001145342354355109
Llama,full_shrinkage,conceptual,Llama_F2,-0.021828697599601623
Llama,full_shrinkage,conceptual,Llama_F3,-0.01387675857783356
Llama,full_shrinkage,conceptual,Llama_F4,-0.002416860619526189
Llama,full_shrinkage,conceptual,Llama_F5,0.013510034697476319
Llama,full_shrinkage,conceptual,Llama_F6,0.005033788808617944
Llama,full_shrinkage,conciliatory,Llama_F1,0.04215771072284258
Llama,full_shrinkage,conciliatory,Llama_F2,-0.004374469078236754
Llama,full_shrinkage,conciliatory,Llama_F3,-0.006015566621594391
Llama,full_shrinkage,conciliatory,Llama_F4,0.006482262625215076
Llama,full_shrinkage,conciliatory,Llama_F5,0.01942041926594946
Llama,full_shrinkage,conciliatory,Llama_F6,-0.009412976761943583
Llama,full_shrinkage,concise,Llama_F1,-0.009807179422550733
Llama,full_shrinkage,concise,Llama_F2,0.0023550099900936233
Llama,full_shrinkage,concise,Llama_F3,0.024115220625493882
Llama,full_shrinkage,concise,Llama_F4,0.0030186088642687723
Llama,full_shrinkage,concise,Llama_F5,0.00633086801638585
Llama,full_shrinkage,concise,Llama_F6,0.04190786047861221
Llama,full_shrinkage,condescending,Llama_F1,0.008037793882226113
Llama,full_shrinkage,condescending,Llama_F2,0.0009153291789846978
Llama,full_shrinkage,condescending,Llama_F3,-0.0005486099928989518
Llama,full_shrinkage,condescending,Llama_F4,0.011094618764255897
Llama,full_shrinkage,condescending,Llama_F5,0.024000948580728106
Llama,full_shrinkage,condescending,Llama_F6,-0.008592546489893972
Llama,full_shrinkage,confident,Llama_F1,-0.01633970622124859
Llama,full_shrinkage,confident,Llama_F2,-0.03040447789542267
Llama,full_shrinkage,confident,Llama_F3,0.022767070418905154
Llama,full_shrinkage,confident,Llama_F4,-0.04238205721768972
Llama,full_shrinkage,confident,Llama_F5,-0.12435492005770088
Llama,full_shrinkage,confident,Llama_F6,0.015464557262088697
Llama,full_shrinkage,confrontational,Llama_F1,-0.045305551542964825
Llama,full_shrinkage,confrontational,Llama_F2,0.021116967910496103
Llama,full_shrinkage,confrontational,Llama_F3,-0.01560549623596188
Llama,full_shrinkage,confrontational,Llama_F4,-0.02905854103958908
Llama,full_shrinkage,confrontational,Llama_F5,-0.04072384240389027
Llama,full_shrinkage,confrontational,Llama_F6,0.032494425044784
Llama,full_shrinkage,conscientious,Llama_F1,-0.0023597418396240585
Llama,full_shrinkage,conscientious,Llama_F2,-0.0018595414783068075
Llama,full_shrinkage,conscientious,Llama_F3,-0.0019595242035132746
Llama,full_shrinkage,conscientious,Llama_F4,0.0027559819184954917
Llama,full_shrinkage,conscientious,Llama_F5,-0.005190459680574009
Llama,full_shrinkage,conscientious,Llama_F6,0.01612019674674348
Llama,full_shrinkage,constructivist,Llama_F1,0.010185946670244745
Llama,full_shrinkage,constructivist,Llama_F2,-0.012364034806083668
Llama,full_shrinkage,constructivist,Llama_F3,-0.008386828788624078
Llama,full_shrinkage,constructivist,Llama_F4,0.015583636661801778
Llama,full_shrinkage,constructivist,Llama_F5,-0.04007849234907431
Llama,full_shrinkage,constructivist,Llama_F6,-0.02108196344967077
Llama,full_shrinkage,contemporary,Llama_F1,0.009815823260236988
Llama,full_shrinkage,contemporary,Llama_F2,0.03245807574764498
Llama,full_shrinkage,contemporary,Llama_F3,-0.03231382115239095
Llama,full_shrinkage,contemporary,Llama_F4,-0.08638134190219492
Llama,full_shrinkage,contemporary,Llama_F5,-0.004566271124384142
Llama,full_shrinkage,contemporary,Llama_F6,-0.018045126596709454
Llama,full_shrinkage,contrarian,Llama_F1,-0.019380062253616433
Llama,full_shrinkage,contrarian,Llama_F2,-0.005339530883928009
Llama,full_shrinkage,contrarian,Llama_F3,-0.013594353138790673
Llama,full_shrinkage,contrarian,Llama_F4,-0.013195642066075104
Llama,full_shrinkage,contrarian,Llama_F5,0.010772769937715991
Llama,full_shrinkage,contrarian,Llama_F6,0.0018115249124338194
Llama,full_shrinkage,convergent,Llama_F1,-0.004777451630953731
Llama,full_shrinkage,convergent,Llama_F2,-0.0035275744965044603
Llama,full_shrinkage,convergent,Llama_F3,-0.002735297556529692
Llama,full_shrinkage,convergent,Llama_F4,0.03264036373179378
Llama,full_shrinkage,convergent,Llama_F5,0.01964353400792742
Llama,full_shrinkage,convergent,Llama_F6,-0.012279974523705543
Llama,full_shrinkage,cosmopolitan,Llama_F1,0.012518938622560052
Llama,full_shrinkage,cosmopolitan,Llama_F2,0.024665216557849284
Llama,full_shrinkage,cosmopolitan,Llama_F3,-0.013671349428152322
Llama,full_shrinkage,cosmopolitan,Llama_F4,-0.0699180378115813
Llama,full_shrinkage,cosmopolitan,Llama_F5,-0.010243229637765286
Llama,full_shrinkage,cosmopolitan,Llama_F6,-0.013735687618435863
Llama,full_shrinkage,creative,Llama_F1,0.03086721003612906
Llama,full_shrinkage,creative,Llama_F2,0.0008450880162767717
Llama,full_shrinkage,creative,Llama_F3,-0.028661881706713504
Llama,full_shrinkage,creative,Llama_F4,-0.12399326514444112
Llama,full_shrinkage,creative,Llama_F5,0.0019646311880389495
Llama,full_shrinkage,creative,Llama_F6,-0.03789568955547266
Llama,full_shrinkage,critical,Llama_F1,0.029681845784468162
Llama,full_shrinkage,critical,Llama_F2,-0.005255449150887457
Llama,full_shrinkage,critical,Llama_F3,0.020238872370162867
Llama,full_shrinkage,critical,Llama_F4,-0.036806408952831264
Llama,full_shrinkage,critical,Llama_F5,-0.048376134296558945
Llama,full_shrinkage,critical,Llama_F6,-0.024752109683177453
Llama,full_shrinkage,cruel,Llama_F1,-0.01978795211076842
Llama,full_shrinkage,cruel,Llama_F2,-0.0033098698131769065
Llama,full_shrinkage,cruel,Llama_F3,-0.009463254315420501
Llama,full_shrinkage,cruel,Llama_F4,-0.0057280529059443325
Llama,full_shrinkage,cruel,Llama_F5,-0.007519887735744047
Llama,full_shrinkage,cruel,Llama_F6,-0.009658247579415484
Llama,full_shrinkage,cryptic,Llama_F1,0.013567052866940824
Llama,full_shrinkage,cryptic,Llama_F2,-0.02532272988053639
Llama,full_shrinkage,cryptic,Llama_F3,-0.021270184604840935
Llama,full_shrinkage,cryptic,Llama_F4,-0.017964198636768788
Llama,full_shrinkage,cryptic,Llama_F5,-0.007037020243708952
Llama,full_shrinkage,cryptic,Llama_F6,-0.026273623458342377
Llama,full_shrinkage,curious,Llama_F1,-0.0042496988526523815
Llama,full_shrinkage,curious,Llama_F2,0.01857242092160081
Llama,full_shrinkage,curious,Llama_F3,0.017727096635407884
Llama,full_shrinkage,curious,Llama_F4,-0.029398495809249088
Llama,full_shrinkage,curious,Llama_F5,0.03137103716913849
Llama,full_shrinkage,curious,Llama_F6,0.0214571889956939
Llama,full_shrinkage,cynical,Llama_F1,-0.027659800952523624
Llama,full_shrinkage,cynical,Llama_F2,0.00045487665681238703
Llama,full_shrinkage,cynical,Llama_F3,0.0003158681839939927
Llama,full_shrinkage,cynical,Llama_F4,0.003826389998367172
Llama,full_shrinkage,cynical,Llama_F5,0.011323308685337452
Llama,full_shrinkage,cynical,Llama_F6,0.015305968052191051
Llama,full_shrinkage,data_driven,Llama_F1,-0.0002689718689039472
Llama,full_shrinkage,data_driven,Llama_F2,0.012241983821387805
Llama,full_shrinkage,data_driven,Llama_F3,-0.015795570842675872
Llama,full_shrinkage,data_driven,Llama_F4,-0.03127322773107686
Llama,full_shrinkage,data_driven,Llama_F5,-0.02812457467503316
Llama,full_shrinkage,data_driven,Llama_F6,-0.008234848755058708
Llama,full_shrinkage,decisive,Llama_F1,0.011942333421525468
Llama,full_shrinkage,decisive,Llama_F2,-0.00408625526884762
Llama,full_shrinkage,decisive,Llama_F3,0.00481397805806611
Llama,full_shrinkage,decisive,Llama_F4,-0.032943799179625775
Llama,full_shrinkage,decisive,Llama_F5,-0.03980975124390573
Llama,full_shrinkage,decisive,Llama_F6,-0.012708394451033205
Llama,full_shrinkage,deconstructionist,Llama_F1,-0.042341529907014036
Llama,full_shrinkage,deconstructionist,Llama_F2,0.02364297257545514
Llama,full_shrinkage,deconstructionist,Llama_F3,-0.014497564443868079
Llama,full_shrinkage,deconstructionist,Llama_F4,-0.04559189771030204
Llama,full_shrinkage,deconstructionist,Llama_F5,0.06786814866544516
Llama,full_shrinkage,deconstructionist,Llama_F6,0.042488694621473776
Llama,full_shrinkage,deferential,Llama_F1,-0.032055145589503946
Llama,full_shrinkage,deferential,Llama_F2,0.023206067812116662
Llama,full_shrinkage,deferential,Llama_F3,0.00509264380120498
Llama,full_shrinkage,deferential,Llama_F4,-0.050473705260484905
Llama,full_shrinkage,deferential,Llama_F5,-0.05638372625279734
Llama,full_shrinkage,deferential,Llama_F6,0.026277181986463272
Llama,full_shrinkage,deontological,Llama_F1,0.02187928624019172
Llama,full_shrinkage,deontological,Llama_F2,0.019547999119348847
Llama,full_shrinkage,deontological,Llama_F3,-0.022118924696462382
Llama,full_shrinkage,deontological,Llama_F4,-0.049967331221213475
Llama,full_shrinkage,deontological,Llama_F5,-0.01870033982602147
Llama,full_shrinkage,deontological,Llama_F6,-0.031031121893955668
Llama,full_shrinkage,descriptive,Llama_F1,0.018810832791330497
Llama,full_shrinkage,descriptive,Llama_F2,0.020148957698163043
Llama,full_shrinkage,descriptive,Llama_F3,-0.054615233280694835
Llama,full_shrinkage,descriptive,Llama_F4,-0.015238284521472769
Llama,full_shrinkage,descriptive,Llama_F5,0.027683000887692037
Llama,full_shrinkage,descriptive,Llama_F6,-0.04139716992792564
Llama,full_shrinkage,detached,Llama_F1,-0.004318399576782644
Llama,full_shrinkage,detached,Llama_F2,0.007605844047355473
Llama,full_shrinkage,detached,Llama_F3,-0.08027394810369118
Llama,full_shrinkage,detached,Llama_F4,-0.014996571573262065
Llama,full_shrinkage,detached,Llama_F5,-0.015003500760757096
Llama,full_shrinkage,detached,Llama_F6,-0.017436498989962735
Llama,full_shrinkage,deterministic,Llama_F1,-0.004442010526132563
Llama,full_shrinkage,deterministic,Llama_F2,-0.01956744512173085
Llama,full_shrinkage,deterministic,Llama_F3,-0.017403718988204777
Llama,full_shrinkage,deterministic,Llama_F4,-0.01745185768395429
Llama,full_shrinkage,deterministic,Llama_F5,-7.776848906991547e-05
Llama,full_shrinkage,deterministic,Llama_F6,-0.013843073529174112
Llama,full_shrinkage,diplomatic,Llama_F1,0.032538053558570326
Llama,full_shrinkage,diplomatic,Llama_F2,-0.0062305917162024755
Llama,full_shrinkage,diplomatic,Llama_F3,-0.019376526370373476
Llama,full_shrinkage,diplomatic,Llama_F4,-0.0006119643422402494
Llama,full_shrinkage,diplomatic,Llama_F5,0.002722423484382426
Llama,full_shrinkage,diplomatic,Llama_F6,-0.011925229854473552
Llama,full_shrinkage,disorganized,Llama_F1,0.0024697517878286518
Llama,full_shrinkage,disorganized,Llama_F2,-0.0028127847989200512
Llama,full_shrinkage,disorganized,Llama_F3,-0.0074721547758576316
Llama,full_shrinkage,disorganized,Llama_F4,-0.01565231918551829
Llama,full_shrinkage,disorganized,Llama_F5,0.0020004375021480682
Llama,full_shrinkage,disorganized,Llama_F6,-0.02456312207372751
Llama,full_shrinkage,dispassionate,Llama_F1,0.0016983295158395206
Llama,full_shrinkage,dispassionate,Llama_F2,0.0030426127085794374
Llama,full_shrinkage,dispassionate,Llama_F3,-0.07113062117055188
Llama,full_shrinkage,dispassionate,Llama_F4,0.010151283355220767
Llama,full_shrinkage,dispassionate,Llama_F5,0.009528256122204315
Llama,full_shrinkage,dispassionate,Llama_F6,-0.013938442181921041
Llama,full_shrinkage,divergent,Llama_F1,0.0018964517577614083
Llama,full_shrinkage,divergent,Llama_F2,0.020462057516160984
Llama,full_shrinkage,divergent,Llama_F3,0.0011431358183541826
Llama,full_shrinkage,divergent,Llama_F4,-0.04618461746748114
Llama,full_shrinkage,divergent,Llama_F5,-0.014008199942783782
Llama,full_shrinkage,divergent,Llama_F6,0.011627988017141978
Llama,full_shrinkage,dogmatic,Llama_F1,-0.011588357887423633
Llama,full_shrinkage,dogmatic,Llama_F2,-0.010399566850783791
Llama,full_shrinkage,dogmatic,Llama_F3,0.00979189304771599
Llama,full_shrinkage,dogmatic,Llama_F4,0.020203676148152133
Llama,full_shrinkage,dogmatic,Llama_F5,-0.004145417979537555
Llama,full_shrinkage,dogmatic,Llama_F6,-0.0050557399187380345
Llama,full_shrinkage,dominant,Llama_F1,-0.015649579508049977
Llama,full_shrinkage,dominant,Llama_F2,-0.0028316711702906353
Llama,full_shrinkage,dominant,Llama_F3,0.004780630467001477
Llama,full_shrinkage,dominant,Llama_F4,-0.016737546919707028
Llama,full_shrinkage,dominant,Llama_F5,-0.0876680932925473
Llama,full_shrinkage,dominant,Llama_F6,0.022753451198144554
Llama,full_shrinkage,dramatic,Llama_F1,-0.0003013650901141253
Llama,full_shrinkage,dramatic,Llama_F2,-0.016050623747252687
