model,construction,domain,sensitivity_type,omitted,omitted_polarity,direction_cosine_to_full,role_score_pearson_to_full,role_score_spearman_to_full
gemma,external_taxonomy_expanded,neuroticism,leave_one_trait_out,calm,negative,0.9987339399791271,0.999376676312726,0.9990646547993423
gemma,external_taxonomy_expanded,neuroticism,leave_one_trait_out,chill,negative,0.9930125505602703,0.9949166090561834,0.9948085744785204
gemma,external_taxonomy_expanded,neuroticism,leave_one_trait_out,melancholic,positive,0.9959350242022293,0.9959343951471638,0.9962805458584576
gemma,external_taxonomy_expanded,neuroticism,leave_one_trait_out,mercurial,positive,0.997193765173555,0.9991975671484048,0.9990138772683997
gemma,external_taxonomy_expanded,neuroticism,leave_one_trait_out,neurotic,positive,0.9985922109430665,0.9989838289329724,0.9990865814604311
gemma,external_taxonomy_expanded,neuroticism,leave_one_trait_out,pessimistic,positive,0.99688766418971,0.999051062660914,0.9988130752142177
gemma,external_taxonomy_expanded,neuroticism,leave_one_trait_out,resilient,negative,0.9958353970752525,0.9991585845131298,0.998767490839849
gemma,external_taxonomy_expanded,neuroticism,leave_one_trait_out,serene,negative,0.996962451525803,0.996686589771378,0.9970047026917862
gemma,external_taxonomy_expanded,neuroticism,leave_one_trait_out,stoic,negative,0.9924758233194475,0.9955021913252977,0.9919783041458701
gemma,external_taxonomy_expanded,neuroticism,leave_one_trait_out,temperamental,positive,0.9980567857567614,0.9995441374765113,0.9992677649231125
gemma,external_taxonomy_expanded,neuroticism,leave_one_facet_out,N1,mixed,0.9875094983312367,0.9975592858872232,0.997360145408384
gemma,external_taxonomy_expanded,neuroticism,leave_one_facet_out,N2,mixed,0.9980567857567614,0.9995441374765113,0.9992677649231125
gemma,external_taxonomy_expanded,neuroticism,leave_one_facet_out,N3,mixed,0.9804459863123135,0.9818729933510224,0.9840823980843023
gemma,external_taxonomy_expanded,neuroticism,leave_one_facet_out,N6,mixed,0.9663324939363673,0.9710473864140146,0.971529961628343
gemma,external_taxonomy_expanded,neuroticism,positive_only_vs_bipolar,all_negative_traits,negative,0.97213354737187,0.9887834623028674,0.9904520931306079
gemma,historical_hand_predeclared,openness,leave_one_trait_out,curious,positive,0.9975394892520469,0.9989949072478241,0.9985736129944318
gemma,historical_hand_predeclared,openness,leave_one_trait_out,creative,positive,0.9984856175222477,0.9994730271448837,0.9993860534895126
gemma,historical_hand_predeclared,openness,leave_one_trait_out,exploratory,positive,0.9969467515246224,0.9989721911381221,0.9983439600703962
gemma,historical_hand_predeclared,openness,leave_one_trait_out,abstract,positive,0.9972404960758511,0.9981612957120852,0.9977023167248492
gemma,historical_hand_predeclared,openness,leave_one_trait_out,conceptual,positive,0.9970129617393765,0.9981895474794306,0.9976174951674792
gemma,historical_hand_predeclared,openness,leave_one_trait_out,philosophical,positive,0.9989163265410476,0.9990075081187145,0.9985943856207267
gemma,historical_hand_predeclared,openness,leave_one_trait_out,poetic,positive,0.9971667929062106,0.997470697562285,0.9968841060557976
gemma,historical_hand_predeclared,openness,leave_one_trait_out,speculative,positive,0.9987794657462701,0.999626230756265,0.9994616427685294
gemma,historical_hand_predeclared,openness,leave_one_trait_out,open_ended,positive,0.9967932858012407,0.9980650997591386,0.9970300914572574
gemma,historical_hand_predeclared,openness,leave_one_trait_out,iconoclastic,positive,0.9967703247095219,0.9975480133689199,0.9972551282421166
gemma,historical_hand_predeclared,openness,leave_one_trait_out,adventurous,positive,0.9975270364568909,0.998907529941343,0.9985187963417098
gemma,historical_hand_predeclared,openness,leave_one_trait_out,literal,negative,0.9927366830320106,0.9980822140639296,0.9978811921179424
gemma,historical_hand_predeclared,openness,leave_one_trait_out,practical,negative,0.9884630926613833,0.9902391159286184,0.9893817258590347
gemma,historical_hand_predeclared,openness,leave_one_trait_out,traditional,negative,0.9923222092141892,0.9963323300580232,0.9959072156025506
gemma,historical_hand_predeclared,openness,leave_one_trait_out,cautious,negative,0.9904413652542321,0.996734764233794,0.9961622572920574
gemma,historical_hand_predeclared,openness,leave_one_trait_out,convergent,negative,0.9926228774494632,0.9987632859848451,0.9981350797726551
gemma,historical_hand_predeclared,openness,leave_one_trait_out,closure_seeking,negative,0.9914120935217577,0.9973109983977657,0.9964692305473011
gemma,historical_hand_predeclared,openness,leave_one_trait_out,formalist,negative,0.9925574665934532,0.993048586171288,0.9918871353971322
gemma,historical_hand_predeclared,openness,positive_only_vs_bipolar,all_negative_traits,negative,0.9673202196763767,0.976043943683338,0.9772499350855428
gemma,historical_hand_predeclared,conscientiousness,leave_one_trait_out,conscientious,positive,0.9972186218099501,0.9992326127159995,0.9995608897608264
gemma,historical_hand_predeclared,conscientiousness,leave_one_trait_out,methodical,positive,0.9989819853067298,0.9998488886439355,0.9997403421713165
gemma,historical_hand_predeclared,conscientiousness,leave_one_trait_out,meticulous,positive,0.9974287860777915,0.9989824352597929,0.9990006058682669
gemma,historical_hand_predeclared,conscientiousness,leave_one_trait_out,efficient,positive,0.9945717808153691,0.9996724038739465,0.999581662387121
gemma,historical_hand_predeclared,conscientiousness,leave_one_trait_out,regulatory,positive,0.9956970052990107,0.999567001355605,0.9994622197859264
gemma,historical_hand_predeclared,conscientiousness,leave_one_trait_out,principled,positive,0.9956541722470595,0.9991657496840076,0.9991390900435648
gemma,historical_hand_predeclared,conscientiousness,leave_one_trait_out,data_driven,positive,0.9963695418416001,0.9990880700741671,0.9991760191569775
gemma,historical_hand_predeclared,conscientiousness,leave_one_trait_out,problem_solving,positive,0.9956112232109248,0.9990969671766952,0.998945789215545
gemma,historical_hand_predeclared,conscientiousness,leave_one_trait_out,disorganized,negative,0.996964435505632,0.9996249954705536,0.9996087822047834
gemma,historical_hand_predeclared,conscientiousness,leave_one_trait_out,impulsive,negative,0.9949390481332832,0.9996173344568161,0.999688987622977
gemma,historical_hand_predeclared,conscientiousness,leave_one_trait_out,chaotic,negative,0.9949360363394777,0.9996065733166776,0.9995758922131502
gemma,historical_hand_predeclared,conscientiousness,leave_one_trait_out,spontaneous,negative,0.9975589128715013,0.9990655404308803,0.9991933296788897
gemma,historical_hand_predeclared,conscientiousness,leave_one_trait_out,flippant,negative,0.9968325667415014,0.9989553385179561,0.9993508554282913
gemma,historical_hand_predeclared,conscientiousness,leave_one_trait_out,improvisational,negative,0.99551134105553,0.9988395004174762,0.9988055739880558
gemma,historical_hand_predeclared,conscientiousness,leave_one_trait_out,mercurial,negative,0.9979587363684236,0.9995412447485469,0.999287383514613
gemma,historical_hand_predeclared,conscientiousness,positive_only_vs_bipolar,all_negative_traits,negative,0.940492679838658,0.9890227265834681,0.9899246992296817
gemma,historical_hand_predeclared,extraversion,leave_one_trait_out,extroverted,positive,0.9984289252334831,0.9984979686988219,0.9987126741871267
gemma,historical_hand_predeclared,extraversion,leave_one_trait_out,gregarious,positive,0.997787805867433,0.9968683695653626,0.9970727907446411
gemma,historical_hand_predeclared,extraversion,leave_one_trait_out,charismatic,positive,0.9984739085732925,0.9991703225608176,0.9993589336718501
gemma,historical_hand_predeclared,extraversion,leave_one_trait_out,animated,positive,0.9995451938148165,0.9999331843544721,0.999852860563746
gemma,historical_hand_predeclared,extraversion,leave_one_trait_out,effusive,positive,0.9986861712015247,0.9996847818233563,0.9995712760739736
gemma,historical_hand_predeclared,extraversion,leave_one_trait_out,theatrical,positive,0.9972951924669928,0.995167503790489,0.9951963301693546
gemma,historical_hand_predeclared,extraversion,leave_one_trait_out,entertaining,positive,0.9984390268973132,0.9995843629113731,0.9995251146822077
gemma,historical_hand_predeclared,extraversion,leave_one_trait_out,verbose,positive,0.9965572520981488,0.9997536999228585,0.9996335939528578
gemma,historical_hand_predeclared,extraversion,leave_one_trait_out,introverted,negative,0.9942034874504541,0.9921062001890056,0.9950301491589972
gemma,historical_hand_predeclared,extraversion,leave_one_trait_out,reserved,negative,0.997286816008836,0.9988353852294894,0.9984484002192667
gemma,historical_hand_predeclared,extraversion,leave_one_trait_out,introspective,negative,0.9929593580563202,0.9983836960946296,0.998188165373186
gemma,historical_hand_predeclared,extraversion,leave_one_trait_out,understated,negative,0.9906307957571453,0.994769576557151,0.9958281642191513
gemma,historical_hand_predeclared,extraversion,leave_one_trait_out,detached,negative,0.9957878770545278,0.9980077349776317,0.9981835492340094
gemma,historical_hand_predeclared,extraversion,leave_one_trait_out,stoic,negative,0.9974469515514999,0.9989399874291927,0.9989227085196618
gemma,historical_hand_predeclared,extraversion,positive_only_vs_bipolar,all_negative_traits,negative,0.956655492796204,0.9808143432427369,0.9832693805718242
gemma,historical_hand_predeclared,agreeableness,leave_one_trait_out,agreeable,positive,0.9996836313959803,0.9997877468955857,0.9993768212111596
gemma,historical_hand_predeclared,agreeableness,leave_one_trait_out,collaborative,positive,0.9982873773829488,0.9995084589037562,0.9986503563082427
gemma,historical_hand_predeclared,agreeableness,leave_one_trait_out,empathetic,positive,0.9986727586713262,0.9987199690395037,0.9969983555004185
gemma,historical_hand_predeclared,agreeableness,leave_one_trait_out,supportive,positive,0.9992522264811055,0.999828304298769,0.9996243616745046
gemma,historical_hand_predeclared,agreeableness,leave_one_trait_out,benevolent,positive,0.9995273503892128,0.9998851327903899,0.9996930267447564
gemma,historical_hand_predeclared,agreeableness,leave_one_trait_out,nurturing,positive,0.9995268095996801,0.9998919365213794,0.9997876575978768
gemma,historical_hand_predeclared,agreeableness,leave_one_trait_out,conciliatory,positive,0.9991041608009824,0.9992293824753931,0.9981691237990826
gemma,historical_hand_predeclared,agreeableness,leave_one_trait_out,generous,positive,0.9984178558355725,0.9996758635318841,0.9995187674908399
gemma,historical_hand_predeclared,agreeableness,leave_one_trait_out,accommodating,positive,0.9982090697105266,0.9987249909868684,0.9977202042641585
gemma,historical_hand_predeclared,agreeableness,leave_one_trait_out,forgiving,positive,0.9986033990132928,0.9990372896852441,0.9976486541069215
gemma,historical_hand_predeclared,agreeableness,leave_one_trait_out,tactful,positive,0.9992454611840823,0.9995833193515206,0.9992112172181993
gemma,historical_hand_predeclared,agreeableness,leave_one_trait_out,confrontational,negative,0.9986572170813776,0.9994777611607685,0.9990150313031938
gemma,historical_hand_predeclared,agreeableness,leave_one_trait_out,callous,negative,0.9990645613985291,0.9996889669417716,0.9994495254031911
gemma,historical_hand_predeclared,agreeableness,leave_one_trait_out,cynical,negative,0.9989561462676808,0.9998196003033135,0.9997097602492716
gemma,historical_hand_predeclared,agreeableness,leave_one_trait_out,hostile,negative,0.9991818697169472,0.9994370948691704,0.9991113932085052
gemma,historical_hand_predeclared,agreeableness,leave_one_trait_out,vindictive,negative,0.9968449902119989,0.9997478244440413,0.9995008799515306
gemma,historical_hand_predeclared,agreeableness,leave_one_trait_out,critical,negative,0.9972087906476208,0.9992084689828556,0.9989267476414414
gemma,historical_hand_predeclared,agreeableness,leave_one_trait_out,acerbic,negative,0.9991362532712951,0.9996848672288197,0.9995741611609591
gemma,historical_hand_predeclared,agreeableness,leave_one_trait_out,cruel,negative,0.9993509191323489,0.9997879090487882,0.9996578286835348
gemma,historical_hand_predeclared,agreeableness,leave_one_trait_out,competitive,negative,0.9987251565821316,0.9997039849881122,0.9993756671763654
gemma,historical_hand_predeclared,agreeableness,positive_only_vs_bipolar,all_negative_traits,negative,0.957095439160972,0.9831719032147372,0.9750093765327025
gemma,historical_hand_predeclared,neuroticism,leave_one_trait_out,anxious,positive,0.9980507283251616,0.9987860323708859,0.99902368656415
gemma,historical_hand_predeclared,neuroticism,leave_one_trait_out,neurotic,positive,0.9985759211362226,0.9991476658021768,0.9993543175326737
gemma,historical_hand_predeclared,neuroticism,leave_one_trait_out,reactive,positive,0.9968660671528938,0.9984791373387428,0.9983705028706615
gemma,historical_hand_predeclared,neuroticism,leave_one_trait_out,pessimistic,positive,0.9976644475590053,0.9994356680185607,0.9992342979140821
gemma,historical_hand_predeclared,neuroticism,leave_one_trait_out,melancholic,positive,0.9971823856708206,0.99832087455617,0.9985009088024004
gemma,historical_hand_predeclared,neuroticism,leave_one_trait_out,temperamental,positive,0.9986669839059963,0.9996488717398598,0.9996220536049163
gemma,historical_hand_predeclared,neuroticism,leave_one_trait_out,paranoid,positive,0.9977748580725293,0.9996360781015489,0.999681486396815
gemma,historical_hand_predeclared,neuroticism,leave_one_trait_out,fatalistic,positive,0.9965936506870517,0.9967411430495344,0.9971258763451718
gemma,historical_hand_predeclared,neuroticism,leave_one_trait_out,impatient,positive,0.9969438340401297,0.9990227734209984,0.9990415741034593
gemma,historical_hand_predeclared,neuroticism,leave_one_trait_out,melodramatic,positive,0.9966440406946233,0.9976108533717648,0.9979117740399874
gemma,historical_hand_predeclared,neuroticism,leave_one_trait_out,calm,negative,0.9989066421894045,0.9998178139110135,0.9997478433974786
gemma,historical_hand_predeclared,neuroticism,leave_one_trait_out,resilient,negative,0.9976475752566172,0.999645542173384,0.9996757162228441
gemma,historical_hand_predeclared,neuroticism,leave_one_trait_out,serene,negative,0.9972397847791573,0.997732486532435,0.9981437350336113
gemma,historical_hand_predeclared,neuroticism,leave_one_trait_out,patient,negative,0.9964028839551348,0.9996157779265579,0.9995920487002684
gemma,historical_hand_predeclared,neuroticism,leave_one_trait_out,grounded,negative,0.9937490986179078,0.9924990190346308,0.9937716742159777
gemma,historical_hand_predeclared,neuroticism,leave_one_trait_out,confident,negative,0.9951345390793229,0.9980808004031205,0.9978684977352068
gemma,historical_hand_predeclared,neuroticism,leave_one_trait_out,stoic,negative,0.9960448423763653,0.9978134161949213,0.9971120279276421
gemma,historical_hand_predeclared,neuroticism,leave_one_trait_out,nonchalant,negative,0.9964709594636014,0.9990638324751093,0.9992117942355963
gemma,historical_hand_predeclared,neuroticism,leave_one_trait_out,chill,negative,0.9957161545070754,0.9979487622772767,0.997730590577306
gemma,historical_hand_predeclared,neuroticism,positive_only_vs_bipolar,all_negative_traits,negative,0.9757539757162835,0.9944629922261751,0.9949961051325698
qwen,human_anchored_extended,openness,direct_only_vs_direct_plus_close,all_ACCEPT_CLOSE,mixed,0.8696621656417847,0.898977432223366,0.9028914341767404
qwen,human_anchored_extended,conscientiousness,direct_only_vs_direct_plus_close,all_ACCEPT_CLOSE,mixed,0.9240016937255859,0.9833791074595604,0.9837886962291913
qwen,human_anchored_extended,extraversion,direct_only_vs_direct_plus_close,all_ACCEPT_CLOSE,mixed,0.8551779985427856,0.9432086058491037,0.9446426819768616
qwen,human_anchored_extended,agreeableness,direct_only_vs_direct_plus_close,all_ACCEPT_CLOSE,mixed,0.9880552887916565,0.9975258974733223,0.9962407316580596
qwen,human_anchored_extended,neuroticism,direct_only_vs_direct_plus_close,all_ACCEPT_CLOSE,mixed,0.98562091588974,0.9919155319109023,0.992202763913332
llama,human_anchored_extended,openness,direct_only_vs_direct_plus_close,all_ACCEPT_CLOSE,mixed,0.8546164631843567,0.8247344438682462,0.8097619803237068
llama,human_anchored_extended,conscientiousness,direct_only_vs_direct_plus_close,all_ACCEPT_CLOSE,mixed,0.9299781322479248,0.9687429846316234,0.9558656703499611
llama,human_anchored_extended,extraversion,direct_only_vs_direct_plus_close,all_ACCEPT_CLOSE,mixed,0.8211901187896729,0.6939262265605489,0.734068261158074
llama,human_anchored_extended,agreeableness,direct_only_vs_direct_plus_close,all_ACCEPT_CLOSE,mixed,0.977184534072876,0.9872514136321087,0.9816248809901619
llama,human_anchored_extended,neuroticism,direct_only_vs_direct_plus_close,all_ACCEPT_CLOSE,mixed,0.9783990979194641,0.9870862742963389,0.9829797178384929
gemma,human_anchored_extended,openness,direct_only_vs_direct_plus_close,all_ACCEPT_CLOSE,mixed,0.8597631454467773,0.8681774974305105,0.8771599203715993
gemma,human_anchored_extended,conscientiousness,direct_only_vs_direct_plus_close,all_ACCEPT_CLOSE,mixed,0.9071359634399414,0.944567567737835,0.9504463229566371
gemma,human_anchored_extended,extraversion,direct_only_vs_direct_plus_close,all_ACCEPT_CLOSE,mixed,0.7882496118545532,0.8968313096243103,0.9179902484059894
gemma,human_anchored_extended,agreeableness,direct_only_vs_direct_plus_close,all_ACCEPT_CLOSE,mixed,0.9791630506515503,0.990644588356115,0.9887089235740458
gemma,human_anchored_extended,neuroticism,direct_only_vs_direct_plus_close,all_ACCEPT_CLOSE,mixed,0.9852044582366943,0.9887625839182336,0.9903470759643402
